,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Final Region,p1_z,p2_z,p3_z,rating
1724,TL Seifert ,2019,3,2,0,33,22,16,27,122,0,0,0,NZ,1.9891866707474466e-05,0.0,0.18303781232770988,0.01710305591407603
1293,JV Harris ,2003,6,6,0,91,31,15,204,44,0,0,0,CAN,0.000352251806278194,0.0,0.18203760570296817,0.017071714839625194
1219,Faruk Ahmed ,1988,7,7,0,105,57,15,273,38,0,1,1,BDESH,0.0005656749594938052,0.0,0.18140111057813257,0.017052129507827987
1395,BA Murphy ,2000,31,17,8,72,20,8,130,55,0,0,1,ZIM,0.0007183174088810225,0.0,0.18003719245348493,0.016953232298971464
1349,Shahid Wasif ,2016,10,7,0,81,45,11,163,49,0,0,1,HKG,0.00037152205215105973,0.0,0.18044636789087934,0.016926662306388965
1239,WR James ,1992,11,8,1,101,29,14,255,39,0,0,1,ZIM,0.0008219208813157854,0.0,0.17908244976623167,0.016883397726774597
1560,CK Hooper ,2007,5,5,2,49,27,16,60,81,0,0,1,CAN,8.840829647766438e-05,0.0,0.18044636789087937,0.0168737654965389
1551,J Lewis ,2005,13,8,2,50,17,8,63,79,0,0,0,ENG,0.00013924306695232145,0.0,0.1795825530786023,0.016802566106386245
1418,TGJ Gruijters ,2010,5,4,1,68,32,22,116,58,0,0,0,NL,0.0002350187214697909,0.0,0.1793097694536729,0.016794977407000505
1339,RR David ,2008,4,3,0,82,48,27,170,48,0,0,0,CAN,0.0003170266256503747,0.0,0.1789460579537668,0.01677632189342716
1341,LJ Koen ,1997,5,5,0,82,28,16,169,48,0,0,1,SA,0.0002490167017454211,0.0,0.1789460579537668,0.01676361495870348
1421,RK Illingworth ,1991,25,11,5,68,14,11,119,57,0,0,0,ENG,0.0007232903755578911,0.0,0.17621822170447163,0.016597394305672836
1482,WD Balaji Rao ,2008,10,8,0,59,24,7,89,66,0,0,0,CAN,0.0001290899266537145,0.0,0.17703657257926028,0.016562824339872117
1424,SO Ngoche ,2010,14,12,3,68,28,7,119,57,0,0,4,KENYA,0.0002493160006657882,0.0,0.17621822170447163,0.016508837208463495
1314,EH Mattis ,1981,2,2,0,86,62,43,190,45,0,1,0,WI,0.00018809785995378128,0.0,0.1759454380795422,0.016471915879463398
1405,KED Carroll ,2007,6,6,0,70,28,11,126,55,0,0,1,IRE,0.00015954934754953495,0.0,0.17503615932977715,0.016381637334943824
1445,RG Petrie ,1990,12,8,3,65,21,13,109,59,0,0,1,NZ,0.0003588594055201445,0.0,0.17435420026745335,0.01635516789276808
1348,GA Rogers ,2006,13,8,3,81,26,16,169,47,0,0,1,SCOT,0.0007470501052362635,0.0,0.1730812100177822,0.01630877483804266
1291,BC Strang ,1995,49,26,8,92,18,5,220,41,0,0,5,ZIM,0.0012156140765678838,0.0,0.17148997220569318,0.016247668083795117
1699,AR Tait ,1998,5,5,2,35,13,11,32,109,0,0,0,NZ,3.241637537514366e-05,0.0,0.17344492151768803,0.016209230909389406
1535,JS Malhotra ,2019,5,5,0,52,18,10,71,73,0,0,1,USA,6.538530260327262e-05,0.0,0.17258110670541132,0.016134693475450185
1317,WB Rankin ,2007,73,32,19,86,18,6,198,43,0,0,4,ENG,0.0019692948040399725,0.0,0.16812564083156256,0.016074190492643
1428,SJ Cook ,1991,4,4,0,67,35,16,118,56,0,0,1,SA,0.00013040223730455502,0.0,0.17058069345592813,0.01595996317635137
1427,M Sheikh ,1997,21,15,5,68,15,6,123,55,0,0,2,KENYA,0.00033981938958602213,0.0,0.17003512620606914,0.01594812382136645
1508,SJ Palframan ,1996,7,4,0,55,28,13,80,68,0,0,0,SA,0.00014366348177620455,0.0,0.17003512620606928,0.015911474165359096
1467,JD Love ,1981,3,3,0,61,43,20,100,61,0,0,0,ENG,9.209197549756698e-05,0.0,0.16917131139379224,0.015821141245873024
1774,Kamran Hussain ,2008,2,1,1,28,28,0,21,133,0,0,0,PAK,0.0,0.0,0.16930770320625727,0.015816676518155815
1675,TS Roland-Jones ,2017,1,1,1,37,37,0,37,100,0,0,0,ENG,0.0,0.0,0.168216568706539,0.015714743049725144
1579,Zafar Iqbal ,1995,8,6,0,48,18,8,62,77,0,0,1,PAK,7.993583473188813e-05,0.0,0.16803471295658604,0.015712689303303315
1398,S Viswanath ,1985,22,12,4,72,23,9,139,51,0,0,0,INDIA,0.0006048370720741454,0.0,0.16694357845686783,0.015708828077514902
1534,TK Canning ,2003,4,4,1,52,23,17,73,71,0,0,1,NZ,8.571460619436058e-05,0.0,0.16785285720663293,0.015696780094205467
1511,SK Ranasinghe ,1986,4,3,0,55,41,18,81,67,0,0,1,SL,0.0001007025752065896,0.0,0.16753460964421532,0.015669849842680907
1823,Sayed Shirzad ,2019,2,1,0,25,25,25,17,147,0,0,0,AFG,9.784772396616564e-06,0.0,0.1670799702693325,0.015610390534640754
1480,NC McGarrell ,1998,17,10,2,60,19,7,98,61,0,0,2,WI,0.0002527003807653239,0.0,0.16639801120700895,0.015592068328201862
1466,MN Hart ,1994,13,8,0,61,16,7,101,60,0,0,1,NZ,0.00019532708003033975,0.0,0.16639801120700873,0.015581348733979972
1457,PG Coman ,1973,3,3,0,62,38,20,104,59,0,0,1,NZ,9.577565451746967e-05,0.0,0.16630708333203228,0.015554254147693403
1414,SP Khakurel ,2018,2,2,0,69,50,34,130,53,0,1,0,NEPAL,0.00010176163292481188,0.0,0.1662616193945441,0.015551125336574753
1364,MHN Walker ,1974,17,11,3,79,20,9,170,46,0,0,1,AUS,0.0005636028900451098,0.0,0.16521594883231425,0.01553972924851976
1597,GR Robertson ,1994,13,7,4,45,15,15,55,81,0,0,0,AUS,0.00022792763935647865,0.0,0.16571605214468488,0.01552373138580077
1262,I Maraj ,2003,6,6,1,98,53,19,264,37,0,1,2,CAN,0.0005774166863697456,0.0,0.16485223733240817,0.015508332387400198
1423,Junaid Khan ,2011,76,31,17,68,25,4,127,53,0,0,6,PAK,0.0008771760666143252,0.0,0.1638520307076666,0.015470900243359413
1279,KL Tucker ,2006,12,12,2,95,34,9,246,38,0,0,1,BMUDA,0.0005607019928169366,0.0,0.16412481433259615,0.015437253778134076
1519,Mohammad Iqbal ,2007,5,5,0,54,30,10,80,67,0,0,1,CAN,7.367358039805362e-05,0.0,0.16448852583250226,0.015380235494937285
1440,RJ Bright ,1974,11,8,4,66,19,16,122,54,0,0,1,AUS,0.0004494088404281271,0.0,0.16203347320813638,0.015221087348954231
1362,S Badrinath ,2008,7,6,1,79,27,15,172,45,0,0,0,INDIA,0.0003563959451755843,0.0,0.1616242977707422,0.015165483822908974
1410,Ashraf Ali ,1980,16,9,5,69,19,17,135,51,0,0,1,PAK,0.0007925665641259358,0.0,0.15998759602116508,0.015094077485645585
1204,RD Brown ,1983,7,7,0,110,38,15,334,32,0,0,0,ZIM,0.000692071195864216,0.0,0.16003305995865327,0.015079548217197303
1438,PR Adams ,1996,24,9,5,66,33,16,124,53,0,0,2,SA,0.001050585256476245,0.0,0.15903285333391162,0.015053093763547442
1462,Shaheedur Rahman ,1986,2,2,0,62,37,31,108,57,0,0,0,BDESH,7.708098349146382e-05,0.0,0.1606695550834888,0.015024104992647024
1566,MMC Schewe ,1996,5,4,1,49,20,16,68,72,0,0,0,NL,0.00010019606934135293,0.0,0.16039677145855943,0.015002940434768419
1352,Syed Rasel ,2005,52,27,11,81,15,5,185,43,0,0,5,BDESH,0.00108610973602443,0.0,0.158350894271588,0.01499602271892612
1388,GR Sealy ,1979,3,3,0,73,45,24,149,48,0,0,0,CAN,0.00016466045218964983,0.0,0.15930563695884123,0.014913051454227501
1578,JJ Whitaker ,1987,2,2,1,48,44,48,65,73,0,0,0,ENG,7.183174088810252e-05,0.0,0.1593056369588413,0.014895707391666266
1539,Zahoor Khan ,2017,17,13,4,52,16,5,77,67,0,0,3,UAE,0.00014182164226625313,0.0,0.15839635820907616,0.014823839707206727
1399,CJ Adams ,1998,5,4,0,71,42,17,144,49,0,0,0,ENG,0.00022544115601804408,0.0,0.1581690385216348,0.014818226989384458
1270,Azhar Hossain ,1988,7,7,0,96,54,13,266,36,0,1,0,BDESH,0.00047768107690588003,0.0,0.1571233679594051,0.01476766910927654
1620,MJ Fourie ,2007,7,5,3,42,19,21,51,82,0,0,0,IRE,0.0001479457586368416,0.0,0.15657780070954602,0.014655094819505176
1369,MW Rushmere ,1992,4,4,0,78,35,19,174,44,0,0,0,SA,0.00022834205324621758,0.0,0.15603223345968695,0.014619149282329491
1409,RD Steede ,2006,8,7,1,70,20,11,142,49,0,0,0,BMUDA,0.0002517334150225994,0.0,0.15594130558471053,0.014615025255089792
1606,RH Poonawala ,1994,2,2,0,44,22,22,56,78,0,0,0,UAE,2.836432845325075e-05,0.0,0.1560322334596871,0.014581785560254391
1493,B Yardley ,1978,7,4,0,58,28,14,98,59,0,0,1,AUS,0.000189525285573993,0.0,0.15557759408480445,0.014569424501465962
1473,DS Wesonga ,2010,4,4,1,61,33,20,108,56,0,0,0,KENYA,0.0001491890003060587,0.0,0.15530481045987482,0.014536404726221568
1275,AA Donald ,1991,164,40,18,95,13,4,279,34,0,0,12,SA,0.004188066769702853,0.0,0.14684851808705973,0.014501041924999049
1542,AH Gray ,1985,25,11,5,51,10,8,77,66,0,0,1,WI,0.0003403719414390075,0.0,0.15303161358546213,0.01435976384345644
2030,HN Ya France ,2019,4,2,1,13,11,13,5,260,0,0,0,NAM,4.489483805506468e-06,0.0,0.1536681087102983,0.014356468949865985
1357,TR Gripper ,2001,8,8,0,80,26,10,187,42,0,0,1,ZIM,0.00030137098981578806,0.0,0.15275882996053275,0.014326993561175509
1389,CS Serjeant ,1977,3,3,0,73,46,24,158,46,0,0,0,AUS,0.000174606385543387,0.0,0.1526679020855562,0.014294814480358329
1580,Zulqarnain Haider ,2010,4,4,2,48,19,24,68,70,0,0,0,PAK,0.00011272057800902219,0.0,0.15275882996053272,0.014291746227686725
1507,TV Mufambisi ,2006,6,6,0,55,21,9,90,61,0,0,0,ZIM,9.324312519128669e-05,0.0,0.15253151027309156,0.014266870932446512
1585,L Ngidi ,2018,22,9,6,47,19,15,66,71,0,0,0,SA,0.0004786480426486042,0.0,0.15171315939830285,0.014262429662292913
1385,FH Edwards ,2003,50,22,14,73,13,9,160,45,0,0,2,WI,0.0016245024477770818,0.0,0.14934903464891366,0.014255664586266708
1202,RDM Leverock ,2006,32,19,9,111,20,11,382,29,0,0,1,BMUDA,0.0029990212280660167,0.0,0.14634841477468893,0.014232161839508671
1422,Jatinder Singh ,2019,5,5,0,68,23,13,137,49,0,0,1,OMAN,0.0001640158083611669,0.0,0.1514858397108616,0.014182407818928947
1584,ER Fernando ,1975,3,3,0,47,22,15,66,71,0,0,0,SL,4.558552787129564e-05,0.0,0.15171315939830285,0.01418151651329075
1485,MA Parker ,2010,10,8,2,59,22,9,104,56,0,0,0,SCOT,0.0001939457003978761,0.0,0.15021284946119054,0.014069077522756285
1680,M Bhanuka ,2019,1,1,0,36,36,36,39,92,0,0,0,SL,0.0,0.0,0.15057656096109648,0.014066818643429641
1616,GB Stevenson ,1980,4,4,3,43,28,43,56,76,0,0,0,ENG,0.00016631810774860633,0.0,0.1485761477116134,0.013911015396728992
1814,JJ Dawood ,2009,2,1,1,25,25,0,19,131,0,0,0,CAN,0.0,0.0,0.148894395274031,0.013909671212932382
1400,DI Allan ,2011,5,5,0,71,27,14,153,46,0,0,0,KENYA,0.00019726101151578855,0.0,0.14848521983663676,0.013908302295213506
1669,CAH Stevenson ,2019,4,4,1,38,34,12,44,86,0,0,1,USA,3.646842229703662e-05,0.0,0.14857614771161345,0.013886754356836799
1633,Bilal Asif ,2015,3,3,0,40,38,13,49,81,0,0,1,PAK,2.9331294195975104e-05,0.0,0.1473031574619421,0.013766498480127511
1531,CAK Walton ,2009,9,8,0,53,19,6,86,61,0,0,4,WI,9.503891871348923e-05,0.0,0.1469849098995245,0.013749044659610493
1437,Waqas Khan ,2015,8,5,1,67,35,16,137,48,0,0,0,HKG,0.00035326481800866704,0.0,0.1462120229622241,0.013725088563342841
1537,AK Perera ,2013,6,4,0,52,31,13,83,62,0,0,0,SL,0.00012420905195234365,0.0,0.14657573446213015,0.013716269739719095
1431,N Madziva ,2014,12,12,3,67,25,7,138,48,0,0,2,ZIM,0.0002446423329092867,0.0,0.1462120229622241,0.013704793601248617
1743,PM Siddle ,2009,20,6,3,31,10,10,30,103,0,0,1,AUS,0.00013123106508403304,0.0,0.1451663523999943,0.013585917665188938
1707,Atiq-uz-Zaman ,2000,3,3,1,34,18,17,36,94,0,0,0,PAK,2.8180144502255557e-05,0.0,0.14530274421245926,0.01357940537453046
1665,N M'shangwe ,2011,6,6,1,38,16,7,45,84,0,0,1,ZIM,3.6261215352167045e-05,0.0,0.14512088846250615,0.01356392632571438
1446,Saeed Azad ,1995,4,4,0,65,31,16,131,49,0,0,0,PAK,0.0001447685854821755,0.0,0.14480264090008838,0.013554469184835579
1520,JV Paranjpe ,1998,4,4,1,54,27,18,91,59,0,0,0,INDIA,0.00011313499189876124,0.0,0.14484810483757662,0.013552806010415233
1472,ELR Stewart ,1993,6,6,2,61,23,15,116,52,0,0,0,SA,0.00020030004670720827,0.0,0.1442116097127409,0.013509630688765414
1603,AV Mankad ,1974,1,1,0,44,44,44,61,72,0,0,0,INDIA,0.0,0.0,0.14402975396278808,0.013455217832845751
1541,D Dasgupta ,2001,5,4,1,51,24,17,82,62,0,0,1,INDIA,0.0001283762138436085,0.0,0.1437569703378584,0.013453720203049933
1448,H Osinde ,2006,42,28,13,64,21,4,130,49,0,0,7,CAN,0.000490850229402032,0.0,0.1425749079631639,0.013411016713679644
1552,D Ravu ,2017,8,7,3,50,38,12,79,63,0,0,2,PNG,0.00015278058735046371,0.0,0.1432114030879993,0.013407313167821438
1315,AD Mullally ,1996,50,25,10,86,20,5,238,36,0,0,6,ENG,0.0013424707728157824,0.0,0.14075635046363374,0.013400243887857722
1515,RD Jackman ,1974,15,9,1,54,14,6,93,58,0,0,1,ENG,0.00017985562814674827,0.0,0.1423930522132109,0.013335921751412171
1591,IR Redpath ,1971,5,5,0,46,24,9,67,68,0,0,1,AUS,5.553146122503296e-05,0.0,0.14221119646325775,0.01329570418479111
1677,Shahid Anwar ,1996,1,1,0,37,37,37,44,84,0,0,0,PAK,0.0,0.0,0.14130191771349276,0.013200384161769121
1595,M Karg ,2003,3,2,0,45,41,22,65,69,0,0,0,NAM,6.58457624807604e-05,0.0,0.14116552590102785,0.013199945062274083
1430,Junaid Siddiqui ,2011,9,8,3,67,25,13,144,46,0,0,1,CAN,0.00034479235626289095,0.0,0.14011985533879812,0.013154377041434772
1434,V Pollard ,1973,3,2,0,67,55,33,145,46,0,1,0,NZ,0.00022033005137792906,0.0,0.14011985533879812,0.013131122576601935
1408,MJ Smith ,1973,5,5,0,70,31,14,159,44,0,0,1,ENG,0.00020499673745758424,0.0,0.1400289274638217,0.013119763253422755
1570,GG Arnold ,1972,14,6,3,48,18,16,75,64,0,0,1,ENG,0.0003591587044405116,0.0,0.13966521596391565,0.013114588963080301
1459,LH Ferguson ,2016,36,15,7,62,19,7,125,49,0,0,4,NZ,0.0007050791874032475,0.0,0.13811944208931495,0.013034814798473796
1795,BJ Diamanti ,2009,1,1,1,26,26,0,22,118,0,0,0,NZ,0.0,0.0,0.13948336021396257,0.013030495047718034
1458,CE Cuffy ,1994,41,22,8,62,17,4,125,49,0,0,5,WI,0.0004604598774878351,0.0,0.13811944208931495,0.012989110268535033
1703,Zulfiqar Babar ,2014,5,5,3,35,14,17,40,87,0,0,0,PAK,6.262254333834565e-05,0.0,0.13843768965173264,0.012944509166802974
1790,Rumman Raees ,2017,9,4,1,27,16,9,24,112,0,0,1,PAK,3.978373341494908e-05,0.0,0.1374829469644795,0.012851050191930951
1491,M van Schoor ,2003,5,5,1,58,24,14,111,52,0,0,0,NAM,0.00014311092992321913,0.0,0.1371192354645734,0.012836377962566856
1586,Sarandeep Singh ,2002,5,4,1,47,19,15,73,64,0,0,0,INDIA,0.00010084071316983587,0.0,0.13675552396466736,0.012794502396983232
1404,JDF Vandersay ,2015,12,7,1,71,25,11,166,42,0,0,1,SL,0.00046243985496103256,0.0,0.1355734615899727,0.012751635446705848
1629,WP Saha ,2010,9,5,2,41,16,13,56,73,0,0,0,INDIA,0.00013408591632445765,0.0,0.1360735649023435,0.012737005493682917
1496,G Salmond ,1999,5,5,0,57,31,11,109,52,0,0,0,SCOT,0.00011041827862158288,0.0,0.13475511071518417,0.012609413838299225
1433,Nadeem Ahmed ,2004,25,16,4,67,14,5,151,44,0,0,1,HKG,0.00041717664900397855,0.0,0.1340276877153721,0.0125987727486227
1653,TBA May ,1987,47,12,8,39,15,9,52,75,0,0,0,AUS,0.000495639012127906,0.0,0.13298201715314242,0.012515746370446286
1659,JT Ball ,2016,18,6,2,38,28,9,49,77,0,0,2,ENG,0.00017260338507631495,0.0,0.13302748109063064,0.01245963780916149
1612,AR Kapoor ,1995,17,6,0,43,19,7,63,68,0,0,3,INDIA,0.00016245024477770832,0.0,0.13293655321565412,0.012449246346616306
1509,TK Patel ,2019,5,5,3,55,50,27,102,53,0,1,0,USA,0.00025362130052029966,0.0,0.13252737777825987,0.012428055643113162
1503,LL Tsotsobe ,2009,61,21,13,56,16,7,109,51,0,0,3,SA,0.0010539926595696547,0.0,0.12984500546645272,0.012327010120244612
1751,SL Boock ,1978,14,7,4,30,12,10,31,96,0,0,1,NZ,9.278266531379873e-05,0.0,0.1309361399661708,0.012249351671033543
1737,C Jonker ,2018,2,2,0,31,25,15,33,93,0,0,0,SA,1.1396381967823968e-05,0.0,0.13107253177863562,0.012246887188626578
1470,Shakeel Ahmed jnr ,1995,2,2,0,61,36,30,128,47,0,0,0,PAK,8.840829647766465e-05,0.0,0.13034510877882352,0.012193320404431562
1442,OO Bascome ,2008,6,6,0,65,20,10,145,44,0,0,0,BMUDA,0.00016691670558934032,0.0,0.1300268612164059,0.012178258275081217
1489,D Murphy ,2013,8,7,2,58,20,11,118,49,0,0,0,SCOT,0.00020918692234272348,0.0,0.12920851034161726,0.012109705916531646
1452,MQ Sheikh ,2008,7,7,1,63,23,10,140,45,0,0,0,SCOT,0.00019339314854489075,0.0,0.12889026277919946,0.012077024422039711
1513,Arshad Ali ,2004,4,4,0,54,41,13,102,52,0,0,1,UAE,9.158546963233051e-05,0.0,0.12766273646701667,0.011943327582395077
1512,Abdul Shakoor ,2015,3,3,0,54,24,18,102,52,0,0,0,UAE,8.454043350676655e-05,0.0,0.12766273646701667,0.011942011291932836
1554,CT Tremlett ,2005,15,11,4,50,19,7,89,56,0,0,1,ENG,0.00020080655257244474,0.0,0.12729902496711049,0.01192975656335233
1994,G Chapple ,2006,1,1,0,14,14,14,7,200,0,0,0,ENG,0.0,0.0,0.12729902496711032,0.011892237983575759
1435,Shapoor Zadran ,2009,44,27,17,67,17,6,160,41,0,0,4,AFG,0.0009503891871348914,0.0,0.1248894362802331,0.011844705071775466
1587,BGK Walker ,2000,11,7,4,47,16,15,79,59,0,0,0,NZ,0.0002728224774115424,0.0,0.12607149865492773,0.01182853682498183
1450,RO Hussain ,2006,8,8,1,63,17,9,143,44,0,0,0,SCOT,0.0002074141518143952,0.0,0.12602603471743948,0.011812068743525278
1720,RR Kulkarni ,1983,10,5,3,33,15,16,39,84,0,0,0,INDIA,0.00012929713359858402,0.0,0.1260260347174396,0.01179747340516461
1475,GE Bradburn ,1990,11,10,3,60,30,8,130,46,0,0,1,NZ,0.00023943913629367425,0.0,0.12548046746758051,0.011767085538829464
1628,PA Hitchcock ,2002,14,7,3,41,11,10,61,67,0,0,1,NZ,0.0001825723414239266,0.0,0.1248894362802331,0.011701246617802979
1625,Shaheen Shah Afridi ,2018,19,8,6,42,19,21,64,65,0,0,1,PAK,0.0005569722678092854,0.0,0.12411654934293283,0.011698996409353773
1731,JD Siddons ,1988,1,1,0,32,32,32,37,86,0,0,0,AUS,0.0,0.0,0.12511675596767444,0.011688371046714491
1568,KEA Upashantha ,1995,12,8,1,49,15,7,86,56,0,0,0,SL,0.00015245826543622227,0.0,0.12475304446776844,0.011682878437763515
1674,TS Kamunhukamwe ,2018,3,3,0,37,34,12,50,74,0,0,1,ZIM,2.7627592649270095e-05,0.0,0.12448026084283886,0.011634071780177925
1455,SD Anurasiri ,1986,45,18,12,62,11,10,143,43,0,0,2,SL,0.0014486067745767281,0.0,0.12120685734368455,0.011593766300798475
1705,SA Ankola ,1989,20,13,4,34,9,3,42,80,0,0,5,INDIA,5.5117047335293814e-05,0.0,0.12366190996805045,0.01156275779261937
1528,Mohammad Sharif ,2001,9,9,5,53,13,13,102,51,0,0,1,BDESH,0.00024422791901954776,0.0,0.12288902303074999,0.011525888284692773
1561,Maninder Singh ,1983,59,18,14,49,8,12,90,54,0,0,1,INDIA,0.0014421603362919,0.0,0.12029757859391958,0.011507617294983966
1663,PJ Martin ,1995,20,13,7,38,6,6,53,71,0,0,0,ENG,0.00013910492898907496,0.0,0.12266170334330877,0.011485011026970464
1924,Tanvir Ahmed ,2011,2,1,0,18,18,18,12,150,0,0,0,PAK,4.9729666768686275e-06,0.0,0.12275263121828546,0.011468444344656737
1650,BA King ,2019,1,1,0,39,39,39,56,69,0,0,0,WI,0.0,0.0,0.12234345578089104,0.011429290147786592
1546,BS Sandhu ,1982,22,7,3,51,16,12,97,52,0,0,2,INDIA,0.0005627740622656323,0.0,0.12057036221884897,0.011368796640864237
1700,SD Udal ,1994,11,7,4,35,11,11,46,76,0,0,1,ENG,0.00011649634900442226,0.0,0.12093407371875495,0.011319392194654878
1668,GH O'Brien ,2006,9,7,0,38,16,5,54,70,0,0,2,BMUDA,4.972966676868616e-05,0.0,0.12093407371875511,0.011306917546483374
1525,Mafizur Rahman ,1997,4,4,1,53,16,17,104,50,0,0,0,BDESH,0.00012211395950977396,0.0,0.12047943434387254,0.011277969507229658
1476,JJ Celestine ,2007,8,8,0,60,20,7,135,44,0,0,1,BMUDA,0.00015229710447910136,0.0,0.12002479496899005,0.011241136630010978
1571,JH Hampshire ,1971,3,3,1,48,25,24,86,55,0,0,0,ENG,9.503891871348923e-05,0.0,0.12002479496899002,0.01123043854380319
1638,PS Masvaure ,2018,2,2,0,40,39,20,60,66,0,0,0,ZIM,2.762759264927021e-05,0.0,0.12002479496898986,0.011217843450752767
1785,DS Kulkarni ,2014,12,2,2,27,25,0,28,96,0,0,0,INDIA,0.0,0.0,0.11784252596955386,0.011008814590510166
1609,HR Bryan ,1999,15,8,2,43,11,7,71,60,0,0,1,WI,0.0001601939913780179,0.0,0.1172969587196948,0.010987778408700848
1397,I Sharma ,2007,80,28,13,72,13,4,203,35,0,0,5,INDIA,0.0014768790110544815,0.0,0.11456912247039948,0.010978953402772237
1501,NM Odhiambo ,2010,8,6,0,56,29,9,121,46,0,0,0,KENYA,0.00017550428230448837,0.0,0.11711510296974167,0.01097365006316955
1717,Fayyaz Butt ,2019,5,3,1,33,32,16,42,78,0,0,1,OMAN,6.188580753436503e-05,0.0,0.11702417509476531,0.010943927197561324
1746,HR Walsh ,2019,5,2,0,31,27,15,37,83,0,0,0,USA,5.111104640114975e-05,0.0,0.11697871115727695,0.010937666819591331
1538,N Pokana ,2017,14,9,4,52,11,10,106,49,0,0,1,PNG,0.00031725685558911846,0.0,0.11584211272007063,0.010881212651882776
1608,JH Stander ,2009,5,5,1,44,22,11,75,58,0,0,1,SCOT,7.597587978549282e-05,0.0,0.11602396847002375,0.010853120765757701
1429,SG Davies ,1996,4,4,0,67,45,16,173,38,0,0,0,ZIM,0.0001911829411329493,0.0,0.11575118484509409,0.010849162619150131
1611,KHRK Fernando ,2002,7,5,3,43,23,21,72,59,0,0,0,SL,0.00020886460042848204,0.0,0.11534200940769988,0.010814241199452686
1657,A Shahzad ,2010,11,8,2,39,9,6,60,65,0,0,0,ENG,8.288277794781035e-05,0.0,0.11525108153272345,0.010782208373131333
1747,RD Woolley ,1983,4,3,2,31,16,31,38,81,0,0,0,AUS,8.136326035210054e-05,0.0,0.11415994703300521,0.010679990998914693
1604,RD McCann ,2010,8,5,1,44,18,11,77,57,0,0,1,IRE,0.00013650333068126867,0.0,0.11402355522054056,0.010677551654109418
1495,Ehsanul Haque ,2002,6,6,0,57,20,9,129,44,0,0,1,BDESH,0.00013364847944084422,0.0,0.11402355522054045,0.010677018255360007
1569,Arafat Sunny ,2014,16,11,7,48,15,12,92,52,0,0,1,BDESH,0.0003812607785599274,0.0,0.11347798797068147,0.010672315259449755
1685,KR Pushpakumara ,1994,31,9,5,36,14,9,52,69,0,0,2,SL,0.00032324283399646033,0.0,0.11293242072082235,0.01061050848613366
1622,JN Maguire ,1983,23,11,5,42,14,7,71,59,0,0,1,AUS,0.0002517334150225995,0.0,0.11265963709589287,0.01057166434067402
1701,MWA van Nierop ,2006,2,2,1,35,31,35,49,71,0,0,0,NL,3.9484434494582007e-05,0.0,0.11297788465831055,0.010561738459255973
1661,PP Chawla ,2007,25,12,5,38,13,5,58,65,0,0,1,INDIA,0.00016024003736576646,0.0,0.1122959255959869,0.010520591948266005
1487,Imran Haider ,2017,20,14,7,58,18,8,136,42,0,0,3,UAE,0.0004759313293714264,0.0,0.11075015172138622,0.010435169779159785
1599,PJ Wiseman ,1998,15,7,5,45,16,22,83,54,0,0,0,NZ,0.0005885598154049509,0.0,0.1104773680964566,0.010430729853036624
1576,PC Strydom ,2000,10,8,3,48,34,9,94,51,0,0,1,SA,0.00017529707535961884,0.0,0.11129571897124528,0.010429966183780726
1559,DJ Gandhi ,1999,3,3,0,49,30,16,97,50,0,0,0,INDIA,7.146337298611205e-05,0.0,0.11138664684622182,0.010419060410775165
1736,PW Jarvis ,1988,16,8,2,31,16,5,39,79,0,0,2,ENG,6.734225708259582e-05,0.0,0.11134118290873349,0.0104140431960195
1468,EO Odumbe ,1996,8,7,1,61,20,10,150,40,0,0,0,KENYA,0.00024174143568111333,0.0,0.11093200747133916,0.010408402786702574
1449,KF Semple ,1999,7,6,0,64,23,10,165,38,0,0,0,WI,0.00022792763935647832,0.0,0.11056829597143321,0.01037184400220171
1874,K Pierre ,2019,2,1,0,21,21,21,18,116,0,0,0,WI,8.702691684520128e-06,0.0,0.11075015172138622,0.01034787305157605
1432,HJC Mol ,2002,11,9,1,67,23,8,183,36,0,0,2,NL,0.00033705663032109525,0.0,0.10965901722166808,0.010307289042532362
1505,MW Douglas ,1994,6,6,0,55,30,9,123,44,0,0,1,NZ,0.00012743227109475837,0.0,0.11002272872157423,0.01030210077168684
